,link_id,from_node_id,to_node_id,length,lanes,free_speed,geometry
973,1722,1550,1557,0.01716,2,60,"LINESTRING (120.5852421 31.9464402, 120.5853980 31.9463608)"
974,1723,1557,1558,0.69169,2,60,"LINESTRING (120.5853980 31.9463608, 120.5867506 31.9456722, 120.5875144 31.9453177, 120.5883066 31.9449708, 120.5891069 31.9447093, 120.5905074 31.9443965, 120.5916680 31.9441399, 120.5921233 31.9440122)"
975,1724,1558,1559,0.01752,2,60,"LINESTRING (120.5921233 31.9440122, 120.5922984 31.9439604)"
976,1725,1559,1560,0.95103,2,60,"LINESTRING (120.5922984 31.9439604, 120.5940057 31.9433655, 120.5945491 31.9431235, 120.5953561 31.9427354, 120.5962230 31.9422304, 120.5970293 31.9417539, 120.5977502 31.9413841, 120.5982559 31.9411421, 120.5992566 31.9407266, 120.6004580 31.9403579, 120.6012637 31.9401666)"
977,1726,1514,1491,0.2152,3,80,"LINESTRING (120.6020723 31.8704495, 120.6012319 31.8706308, 120.6006914 31.8707287, 120.6005046 31.8707490, 120.6003734 31.8707287, 120.6002025 31.8706578, 120.6001230 31.8706038, 120.6000589 31.8705112, 120.6000086 31.8704216)"
978,1727,1491,1514,0.2152,3,80,"LINESTRING (120.6000086 31.8704216, 120.6000589 31.8705112, 120.6001230 31.8706038, 120.6002025 31.8706578, 120.6003734 31.8707287, 120.6005046 31.8707490, 120.6006914 31.8707287, 120.6012319 31.8706308, 120.6020723 31.8704495)"
979,1730,1562,1396,2.09802,2,80,"LINESTRING (120.5997765 31.9270506, 120.5998023 31.9271155, 120.6000398 31.9277129, 120.6006840 31.9290345, 120.6019988 31.9313159, 120.6035394 31.9339078, 120.6043472 31.9351527, 120.6085969 31.9406386, 120.6108045 31.9434122)"
980,1731,1396,468,0.0498,2,80,"LINESTRING (120.6108045 31.9434122, 120.6110937 31.9437878)"
981,1732,468,503,0.01713,2,80,"LINESTRING (120.6110937 31.9437878, 120.6112102 31.9439062)"
982,1733,503,1393,0.04481,2,80,"LINESTRING (120.6112102 31.9439062, 120.6114589 31.9442504)"
983,1734,1393,1565,1.7715,2,80,"LINESTRING (120.6114589 31.9442504, 120.6115970 31.9444299, 120.6118690 31.9447831, 120.6144879 31.9483538, 120.6155369 31.9497432, 120.6166303 31.9511183, 120.6187395 31.9538310, 120.6211150 31.9570238, 120.6216164 31.9576813)"
984,1735,1565,1566,0.01423,2,80,"LINESTRING (120.6216164 31.9576813, 120.6216985 31.9577889)"
985,1736,1566,1547,0.64264,2,80,"LINESTRING (120.6216985 31.9577889, 120.6217866 31.9579044, 120.6227379 31.9591223, 120.6230410 31.9595102, 120.6254158 31.9626438)"
986,1737,1547,1372,2.31322,2,80,"LINESTRING (120.6254158 31.9626438, 120.6272037 31.9651609, 120.6279308 31.9662062, 120.6284231 31.9669575, 120.6289243 31.9677224, 120.6302065 31.9697094, 120.6318216 31.9721625, 120.6319362 31.9723224, 120.6320368 31.9724799, 120.6320879 31.9725598, 120.6340138 31.9754601, 120.6347052 31.9764364, 120.6349574 31.9767925, 120.6357955 31.9778848, 120.6376033 31.9802096, 120.6377524 31.9804825, 120.6378363 31.9806168)"
987,1738,1372,1567,0.00896,2,80,"LINESTRING (120.6378363 31.9806168, 120.6378367 31.9806976)"
988,1740,836,1569,0.02084,4,80,"LINESTRING (120.5817818 31.8881841, 120.5817149 31.8880050)"
989,1741,1569,856,1.10366,4,80,"LINESTRING (120.5817149 31.8880050, 120.5813316 31.8869114, 120.5810933 31.8862313, 120.5810759 31.8861816, 120.5808394 31.8855069, 120.5805827 31.8847744, 120.5805439 31.8846675, 120.5794838 31.8817511, 120.5790910 31.8806301, 120.5790653 31.8805568, 120.5783356 31.8784745)"
990,1742,856,854,0.26024,4,80,"LINESTRING (120.5783356 31.8784745, 120.5775473 31.8762250)"
991,1743,854,859,0.16535,4,80,"LINESTRING (120.5775473 31.8762250, 120.5774733 31.8760137, 120.5771327 31.8747761)"
992,1744,859,862,0.18277,4,80,"LINESTRING (120.5771327 31.8747761, 120.5767962 31.8731523)"
993,1745,862,556,0.22919,4,80,"LINESTRING (120.5767962 31.8731523, 120.5762544 31.8702186)"
994,1746,556,1022,0.01395,4,80,"LINESTRING (120.5762544 31.8702186, 120.5762318 31.8700942)"
995,1749,1538,1518,0.01298,2,60,"LINESTRING (120.5857224 31.9333001, 120.5857865 31.9334037)"
996,1750,1518,1559,1.32212,2,60,"LINESTRING (120.5857865 31.9334037, 120.5874406 31.9360781, 120.5889887 31.9385811, 120.5892276 31.9389673, 120.5907518 31.9414417, 120.5922984 31.9439604)"
997,1751,1559,1572,0.01744,2,60,"LINESTRING (120.5922984 31.9439604, 120.5923864 31.9440987)"
998,1754,1575,1576,0.01571,2,60,"LINESTRING (120.5819742 31.9264569, 120.5819167 31.9263239)"
999,1755,1576,1577,0.44208,2,60,"LINESTRING (120.5819167 31.9263239, 120.5802170 31.9229189, 120.5800866 31.9226536)"
1000,1756,1577,1578,0.01457,2,60,"LINESTRING (120.5800866 31.9226536, 120.5800270 31.9225324)"
1001,1757,1578,1191,1.33297,2,60,"LINESTRING (120.5800270 31.9225324, 120.5788198 31.9200764, 120.5787399 31.9199149, 120.5783276 31.9191001, 120.5770771 31.9166290, 120.5756083 31.9134962, 120.5751295 31.9121787, 120.5748473 31.9113580)"
1002,1763,1582,511,0.01541,2,60,"LINESTRING (120.5962134 31.9503003, 120.5962965 31.9504199)"
1003,1764,511,1370,2.5809,2,60,"LINESTRING (120.5962965 31.9504199, 120.5969339 31.9515098, 120.5984207 31.9540748, 120.6030386 31.9619762, 120.6050248 31.9653484, 120.6084996 31.9712510)"
1004,1766,1583,1558,0.01695,2,60,"LINESTRING (120.5922116 31.9441453, 120.5921233 31.9440122)"
1005,1767,1558,1519,1.32001,2,60,"LINESTRING (120.5921233 31.9440122, 120.5906043 31.9415117, 120.5890658 31.9390235, 120.5888283 31.9386419, 120.5872854 31.9361631, 120.5856331 31.9334674)"
1006,1768,1519,1537,0.01296,2,60,"LINESTRING (120.5856331 31.9334674, 120.5855677 31.9333646)"
1007,1771,1548,1585,0.01637,3,80,"LINESTRING (120.5889845 31.9528703, 120.5891451 31.9528149)"
1008,1772,1585,869,0.71247,3,80,"LINESTRING (120.5891451 31.9528149, 120.5900469 31.9525039, 120.5938464 31.9511487, 120.5961077 31.9503500)"
1009,1773,869,1582,0.01141,3,80,"LINESTRING (120.5961077 31.9503500, 120.5962134 31.9503003)"
1010,1782,1592,1593,0.28097,3,80,"LINESTRING (120.5192994 31.9636929, 120.5192306 31.9636898, 120.5179546 31.9636316, 120.5163308 31.9635489)"
1011,1783,1593,1594,0.01626,3,80,"LINESTRING (120.5163308 31.9635489, 120.5161591 31.9635392)"
1012,1784,1594,1595,0.20142,3,80,"LINESTRING (120.5161591 31.9635392, 120.5153403 31.9634686, 120.5140384 31.9633558)"
1013,1785,1595,1596,0.75891,3,80,"LINESTRING (120.5140384 31.9633558, 120.5130542 31.9632450, 120.5116069 31.9630669, 120.5092272 31.9627718, 120.5060757 31.9624682)"
1014,1786,1596,1597,0.09362,3,80,"LINESTRING (120.5060757 31.9624682, 120.5050940 31.9623544)"
1015,1800,1609,1610,0.01667,3,80,"LINESTRING (120.7126674 31.8485064, 120.7127317 31.8486464)"
1016,1801,1610,1441,3.14057,3,80,"LINESTRING (120.7127317 31.8486464, 120.7133768 31.8500503, 120.7147154 31.8528506, 120.7162398 31.8556719, 120.7192763 31.8610722, 120.7195050 31.8614712, 120.7214768 31.8649112, 120.7226577 31.8670140, 120.7254118 31.8718776, 120.7268209 31.8742924)"
1017,1802,1611,210,1.95552,2,60,"LINESTRING (120.6561699 31.8798958, 120.6566184 31.8796083, 120.6568453 31.8794629, 120.6570835 31.8793299, 120.6585859 31.8785534, 120.6597431 31.8779554, 120.6602979 31.8776723, 120.6618119 31.8768997, 120.6629750 31.8763242, 120.6638885 31.8759359, 120.6656397 31.8750929, 120.6674051 31.8743004, 120.6727666 31.8718645, 120.6741713 31.8712445)"
1018,1803,210,1611,1.95552,2,60,"LINESTRING (120.6741713 31.8712445, 120.6727666 31.8718645, 120.6674051 31.8743004, 120.6656397 31.8750929, 120.6638885 31.8759359, 120.6629750 31.8763242, 120.6618119 31.8768997, 120.6602979 31.8776723, 120.6597431 31.8779554, 120.6585859 31.8785534, 120.6570835 31.8793299, 120.6568453 31.8794629, 120.6566184 31.8796083, 120.6561699 31.8798958)"
1019,1804,210,201,0.01318,2,60,"LINESTRING (120.6741713 31.8712445, 120.6742954 31.8711904)"
1020,1805,201,210,0.01318,2,60,"LINESTRING (120.6742954 31.8711904, 120.6741713 31.8712445)"
1021,1808,1614,1611,0.04,2,60,"LINESTRING (120.6558338 31.8801148, 120.6561699 31.8798958)"
1022,1809,1611,1614,0.04,2,60,"LINESTRING (120.6561699 31.8798958, 120.6558338 31.8801148)"
1023,1810,1419,1615,0.01448,3,80,"LINESTRING (120.6422484 31.8979605, 120.6423613 31.8978723)"
1024,1811,1615,1419,0.01448,3,80,"LINESTRING (120.6423613 31.8978723, 120.6422484 31.8979605)"
1025,1812,1615,1616,0.83863,3,80,"LINESTRING (120.6423613 31.8978723, 120.6489797 31.8928360)"
1026,1813,1616,1615,0.83863,3,80,"LINESTRING (120.6489797 31.8928360, 120.6423613 31.8978723)"
1027,1814,1616,1617,0.90712,3,80,"LINESTRING (120.6489797 31.8928360, 120.6529889 31.8897463, 120.6531317 31.8896365, 120.6533822 31.8894434, 120.6560974 31.8873497)"
1028,1815,1617,1616,0.90712,3,80,"LINESTRING (120.6560974 31.8873497, 120.6533822 31.8894434, 120.6531317 31.8896365, 120.6529889 31.8897463, 120.6489797 31.8928360)"
1029,1816,1617,1429,0.65172,3,80,"LINESTRING (120.6560974 31.8873497, 120.6590613 31.8850760, 120.6607288 31.8838831, 120.6608248 31.8838060, 120.6612021 31.8835326, 120.6612793 31.8834750)"
1030,1817,1429,1617,0.65172,3,80,"LINESTRING (120.6612793 31.8834750, 120.6612021 31.8835326, 120.6608248 31.8838060, 120.6607288 31.8838831, 120.6590613 31.8850760, 120.6560974 31.8873497)"
1031,1818,1618,1614,1.42997,2,60,"LINESTRING (120.6437259 31.8878066, 120.6440978 31.8877130, 120.6461155 31.8863987, 120.6487470 31.8846844, 120.6494695 31.8842138, 120.6512242 31.8830644, 120.6515950 31.8828215, 120.6517308 31.8827325, 120.6539307 31.8813159, 120.6544461 31.8809840, 120.6544813 31.8809613, 120.6558338 31.8801148)"
1032,1819,1614,1618,1.42997,2,60,"LINESTRING (120.6558338 31.8801148, 120.6544813 31.8809613, 120.6544461 31.8809840, 120.6539307 31.8813159, 120.6517308 31.8827325, 120.6515950 31.8828215, 120.6512242 31.8830644, 120.6494695 31.8842138, 120.6487470 31.8846844, 120.6461155 31.8863987, 120.6440978 31.8877130, 120.6437259 31.8878066)"
1033,1822,1622,1623,0.37795,2,60,"LINESTRING (120.7458052 31.8436004, 120.7462031 31.8432953, 120.7465008 31.8430703, 120.7481924 31.8414850, 120.7484903 31.8410903)"
1034,1823,1623,1622,0.37795,2,60,"LINESTRING (120.7484903 31.8410903, 120.7481924 31.8414850, 120.7465008 31.8430703, 120.7462031 31.8432953, 120.7458052 31.8436004)"
1035,1825,1624,1625,0.01454,3,80,"LINESTRING (120.7430979 31.8440681, 120.7432513 31.8440599)"
1036,1826,1625,1622,0.24764,3,80,"LINESTRING (120.7432513 31.8440599, 120.7438942 31.8439908, 120.7441516 31.8439638, 120.7444225 31.8439309, 120.7447777 31.8438600, 120.7454611 31.8436835, 120.7458052 31.8436004)"
1037,1827,1626,1627,1.50028,2,60,"LINESTRING (120.7042224 31.7706581, 120.7040951 31.7714242, 120.7037350 31.7748247, 120.7037836 31.7757265, 120.7039588 31.7770337, 120.7043832 31.7801250, 120.7047451 31.7828044, 120.7047735 31.7833352, 120.7047272 31.7839232, 120.7047030 31.7841208)"
1038,1828,1627,1626,1.50028,2,60,"LINESTRING (120.7047030 31.7841208, 120.7047272 31.7839232, 120.7047735 31.7833352, 120.7047451 31.7828044, 120.7043832 31.7801250, 120.7039588 31.7770337, 120.7037836 31.7757265, 120.7037350 31.7748247, 120.7040951 31.7714242, 120.7042224 31.7706581)"
1039,1829,1627,1628,2.2411,2,60,"LINESTRING (120.7047030 31.7841208, 120.7043164 31.7872839, 120.7037362 31.7920305, 120.7036210 31.7937055, 120.7034670 31.7959440, 120.7033233 31.7980316, 120.7014388 31.8040763)"
1040,1830,1628,1627,2.2411,2,60,"LINESTRING (120.7014388 31.8040763, 120.7033233 31.7980316, 120.7034670 31.7959440, 120.7036210 31.7937055, 120.7037362 31.7920305, 120.7043164 31.7872839, 120.7047030 31.7841208)"
1041,1831,1628,1404,0.01149,2,60,"LINESTRING (120.7014388 31.8040763, 120.7014076 31.8041765)"
1042,1832,1404,1628,0.01149,2,60,"LINESTRING (120.7014076 31.8041765, 120.7014388 31.8040763)"
1043,1833,1404,1629,0.54444,2,60,"LINESTRING (120.7014076 31.8041765, 120.6999908 31.8089371)"
1044,1834,1629,1404,0.54444,2,60,"LINESTRING (120.6999908 31.8089371, 120.7014076 31.8041765)"
1045,1835,1630,1631,4.30425,2,60,"LINESTRING (120.7469219 31.7975588, 120.7475285 31.7984247, 120.7476106 31.7985417, 120.7482075 31.7996258, 120.7485276 31.8002475, 120.7491807 31.8015158, 120.7492947 31.8018111, 120.7495943 31.8025869, 120.7501928 31.8047498, 120.7503733 31.8055404, 120.7504283 31.8057812, 120.7506548 31.8068586, 120.7511223 31.8087197, 120.7511855 31.8089802, 120.7513996 31.8097287, 120.7514337 31.8098114, 120.7518376 31.8109816, 120.7518960 31.8110933, 120.7521539 31.8118666, 120.7521733 31.8119162, 120.7526745 31.8129789, 120.7527329 31.8130864, 120.7532049 31.8140457, 120.7533655 31.8143683, 120.7539066 31.8153736, 120.7542268 31.8159685, 120.7542609 31.8160264, 120.7551903 31.8174777, 120.7552292 31.8175274, 120.7567377 31.8196402, 120.7568051 31.8197199, 120.7572973 31.8203018, 120.7574092 31.8204382, 120.7574822 31.8205209, 120.7580613 31.8212280, 120.7603747 31.8242108, 120.7618296 31.8259185, 120.7622287 31.8262780, 120.7627542 31.8266088, 120.7651508 31.8278969, 120.7674975 31.8291214, 120.7684518 31.8294584, 120.7692445 31.8296160)"
1046,1836,1631,1630,4.30425,2,60,"LINESTRING (120.7692445 31.8296160, 120.7684518 31.8294584, 120.7674975 31.8291214, 120.7651508 31.8278969, 120.7627542 31.8266088, 120.7622287 31.8262780, 120.7618296 31.8259185, 120.7603747 31.8242108, 120.7580613 31.8212280, 120.7574822 31.8205209, 120.7574092 31.8204382, 120.7572973 31.8203018, 120.7568051 31.8197199, 120.7567377 31.8196402, 120.7552292 31.8175274, 120.7551903 31.8174777, 120.7542609 31.8160264, 120.7542268 31.8159685, 120.7539066 31.8153736, 120.7533655 31.8143683, 120.7532049 31.8140457, 120.7527329 31.8130864, 120.7526745 31.8129789, 120.7521733 31.8119162, 120.7521539 31.8118666, 120.7518960 31.8110933, 120.7518376 31.8109816, 120.7514337 31.8098114, 120.7513996 31.8097287, 120.7511855 31.8089802, 120.7511223 31.8087197, 120.7506548 31.8068586, 120.7504283 31.8057812, 120.7503733 31.8055404, 120.7501928 31.8047498, 120.7495943 31.8025869, 120.7492947 31.8018111, 120.7491807 31.8015158, 120.7485276 31.8002475, 120.7482075 31.7996258, 120.7476106 31.7985417, 120.7475285 31.7984247, 120.7469219 31.7975588)"
1047,1837,1631,1632,0.07192,2,60,"LINESTRING (120.7692445 31.8296160, 120.7699847 31.8297631)"
1048,1838,1632,1631,0.07192,2,60,"LINESTRING (120.7699847 31.8297631, 120.7692445 31.8296160)"
1049,1839,1633,1634,0.0402,3,80,"LINESTRING (120.7992244 31.8591120, 120.7993488 31.8587652)"
1050,1840,1634,1633,0.0402,3,80,"LINESTRING (120.7993488 31.8587652, 120.7992244 31.8591120)"
1051,1841,1635,1636,0.01112,3,80,"LINESTRING (120.7675925 31.9119560, 120.7676853 31.9118944)"
1052,1842,1636,1635,0.01112,3,80,"LINESTRING (120.7676853 31.9118944, 120.7675925 31.9119560)"
1053,1843,1637,1638,0.04868,3,80,"LINESTRING (120.7670071 31.9123284, 120.7674207 31.9120668)"
1054,1844,1638,1637,0.04868,3,80,"LINESTRING (120.7674207 31.9120668, 120.7670071 31.9123284)"
1055,1845,1638,1635,0.02036,3,80,"LINESTRING (120.7674207 31.9120668, 120.7675364 31.9119932, 120.7675925 31.9119560)"
1056,1846,1635,1638,0.02036,3,80,"LINESTRING (120.7675925 31.9119560, 120.7675364 31.9119932, 120.7674207 31.9120668)"
1057,1847,1636,1633,6.75868,3,80,"LINESTRING (120.7676853 31.9118944, 120.7683952 31.9114236, 120.7702326 31.9102403, 120.7712383 31.9095926, 120.7752799 31.9069897, 120.7766425 31.9061039, 120.7770463 31.9058413, 120.7776374 31.9054571, 120.7783122 31.9049735, 120.7792675 31.9042593, 120.7800737 31.9035599, 120.7801037 31.9035255, 120.7807748 31.9027564, 120.7817564 31.9016479, 120.7821018 31.9012182, 120.7821332 31.9011791, 120.7829132 31.8997804, 120.7833606 31.8987358, 120.7843505 31.8964248, 120.7843668 31.8963877, 120.7854723 31.8938726, 120.7854853 31.8938425, 120.7866166 31.8912164, 120.7877553 31.8885732, 120.7877771 31.8885226, 120.7888552 31.8859913, 120.7896660 31.8840878, 120.7897939 31.8837874, 120.7900908 31.8830904, 120.7902383 31.8827541, 120.7904968 31.8821645, 120.7914842 31.8799127, 120.7921807 31.8782876, 120.7924138 31.8777436, 120.7924570 31.8776429, 120.7944727 31.8721357, 120.7960284 31.8678490, 120.7968740 31.8655190, 120.7982780 31.8617069, 120.7991242 31.8594091, 120.7991438 31.8593560, 120.7992244 31.8591120)"
1058,1848,1633,1636,6.75868,3,80,"LINESTRING (120.7992244 31.8591120, 120.7991438 31.8593560, 120.7991242 31.8594091, 120.7982780 31.8617069, 120.7968740 31.8655190, 120.7960284 31.8678490, 120.7944727 31.8721357, 120.7924570 31.8776429, 120.7924138 31.8777436, 120.7921807 31.8782876, 120.7914842 31.8799127, 120.7904968 31.8821645, 120.7902383 31.8827541, 120.7900908 31.8830904, 120.7897939 31.8837874, 120.7896660 31.8840878, 120.7888552 31.8859913, 120.7877771 31.8885226, 120.7877553 31.8885732, 120.7866166 31.8912164, 120.7854853 31.8938425, 120.7854723 31.8938726, 120.7843668 31.8963877, 120.7843505 31.8964248, 120.7833606 31.8987358, 120.7829132 31.8997804, 120.7821332 31.9011791, 120.7821018 31.9012182, 120.7817564 31.9016479, 120.7807748 31.9027564, 120.7801037 31.9035255, 120.7800737 31.9035599, 120.7792675 31.9042593, 120.7783122 31.9049735, 120.7776374 31.9054571, 120.7770463 31.9058413, 120.7766425 31.9061039, 120.7752799 31.9069897, 120.7712383 31.9095926, 120.7702326 31.9102403, 120.7683952 31.9114236, 120.7676853 31.9118944)"
1059,1850,1640,1641,0.01926,2,60,"LINESTRING (120.7167189 31.8330421, 120.7166365 31.8328832)"
1060,1851,1641,1640,0.01926,2,60,"LINESTRING (120.7166365 31.8328832, 120.7167189 31.8330421)"
1061,1853,1643,1644,0.01524,2,60,"LINESTRING (120.7138232 31.8279313, 120.7137544 31.8278070)"
1062,1854,1644,1643,0.01524,2,60,"LINESTRING (120.7137544 31.8278070, 120.7138232 31.8279313)"
1063,1857,424,432,0.0212,3,80,"LINESTRING (120.7057163 31.8235890, 120.7057163 31.8233977)"
1064,1858,1644,1645,0.56072,2,60,"LINESTRING (120.7137544 31.8278070, 120.7133287 31.8269431, 120.7132744 31.8268328, 120.7129088 31.8259744, 120.7126871 31.8254701, 120.7123078 31.8245662, 120.7121767 31.8241890, 120.7116248 31.8230894)"
1065,1859,1645,1644,0.56072,2,60,"LINESTRING (120.7116248 31.8230894, 120.7121767 31.8241890, 120.7123078 31.8245662, 120.7126871 31.8254701, 120.7129088 31.8259744, 120.7132744 31.8268328, 120.7133287 31.8269431, 120.7137544 31.8278070)"
1066,1860,1641,1643,0.61172,2,60,"LINESTRING (120.7166365 31.8328832, 120.7164528 31.8325288, 120.7156156 31.8308654, 120.7149780 31.8296725, 120.7146559 31.8293222, 120.7142502 31.8287367, 120.7138509 31.8279803, 120.7138232 31.8279313)"
1067,1861,1643,1641,0.61172,2,60,"LINESTRING (120.7138232 31.8279313, 120.7138509 31.8279803, 120.7142502 31.8287367, 120.7146559 31.8293222, 120.7149780 31.8296725, 120.7156156 31.8308654, 120.7164528 31.8325288, 120.7166365 31.8328832)"
1068,1862,1646,1647,1.4102,3,80,"LINESTRING (120.7603493 31.9308273, 120.7603632 31.9307380, 120.7604401 31.9302446, 120.7611917 31.9254218, 120.7619354 31.9200989, 120.7619425 31.9200388, 120.7620345 31.9192573, 120.7621218 31.9186912, 120.7621525 31.9185293, 120.7622179 31.9182058)"
1069,1863,1647,1646,1.4102,3,80,"LINESTRING (120.7622179 31.9182058, 120.7621525 31.9185293, 120.7621218 31.9186912, 120.7620345 31.9192573, 120.7619425 31.9200388, 120.7619354 31.9200989, 120.7611917 31.9254218, 120.7604401 31.9302446, 120.7603632 31.9307380, 120.7603493 31.9308273)"
1070,1864,1648,1414,0.25362,3,80,"LINESTRING (120.7622849 31.9179660, 120.7623843 31.9176162, 120.7625063 31.9172508, 120.7626816 31.9167838, 120.7627020 31.9167453, 120.7631154 31.9159632, 120.7632114 31.9158283)"
1071,1865,1414,1648,0.25362,3,80,"LINESTRING (120.7632114 31.9158283, 120.7631154 31.9159632, 120.7627020 31.9167453, 120.7626816 31.9167838, 120.7625063 31.9172508, 120.7623843 31.9176162, 120.7622849 31.9179660)"
1072,1866,1414,1649,0.01368,3,80,"LINESTRING (120.7632114 31.9158283, 120.7632827 31.9157209)"
1073,1867,1649,1414,0.01368,3,80,"LINESTRING (120.7632827 31.9157209, 120.7632114 31.9158283)"
1074,1868,1649,1650,0.1547,3,80,"LINESTRING (120.7632827 31.9157209, 120.7637708 31.9150412, 120.7638528 31.9149270, 120.7639143 31.9148440, 120.7641802 31.9145561)"
1075,1869,1650,1649,0.1547,3,80,"LINESTRING (120.7641802 31.9145561, 120.7639143 31.9148440, 120.7638528 31.9149270, 120.7637708 31.9150412, 120.7632827 31.9157209)"
1076,1871,1653,1646,0.0105,3,80,"LINESTRING (120.7603346 31.9309212, 120.7603493 31.9308273)"
1077,1872,1646,1653,0.0105,3,80,"LINESTRING (120.7603493 31.9308273, 120.7603346 31.9309212)"
1078,1873,1475,1654,0.05375,3,80,"LINESTRING (120.7544690 31.9477312, 120.7548248 31.9473529)"
1079,1874,1654,1475,0.05375,3,80,"LINESTRING (120.7548248 31.9473529, 120.7544690 31.9477312)"
1080,1875,1650,1655,0.02456,3,80,"LINESTRING (120.7641802 31.9145561, 120.7643410 31.9143821)"
1081,1876,1655,1650,0.02456,3,80,"LINESTRING (120.7643410 31.9143821, 120.7641802 31.9145561)"
1082,1878,1647,1648,0.02732,3,80,"LINESTRING (120.7622179 31.9182058, 120.7622849 31.9179660)"
1083,1879,1648,1647,0.02732,3,80,"LINESTRING (120.7622849 31.9179660, 120.7622179 31.9182058)"
1084,1880,1654,1653,1.9301,3,80,"LINESTRING (120.7548248 31.9473529, 120.7549166 31.9472524, 120.7562181 31.9458287, 120.7567326 31.9451527, 120.7567697 31.9450956, 120.7575564 31.9438848, 120.7575939 31.9438099, 120.7577340 31.9435296, 120.7579193 31.9431592, 120.7583531 31.9421443, 120.7583617 31.9421156, 120.7583995 31.9419890, 120.7585948 31.9413345, 120.7590100 31.9394150, 120.7590814 31.9389242, 120.7594044 31.9367037, 120.7594376 31.9364753, 120.7598663 31.9338294, 120.7602622 31.9313859, 120.7603301 31.9309505, 120.7603346 31.9309212)"
1085,1881,1653,1654,1.9301,3,80,"LINESTRING (120.7603346 31.9309212, 120.7603301 31.9309505, 120.7602622 31.9313859, 120.7598663 31.9338294, 120.7594376 31.9364753, 120.7594044 31.9367037, 120.7590814 31.9389242, 120.7590100 31.9394150, 120.7585948 31.9413345, 120.7583995 31.9419890, 120.7583617 31.9421156, 120.7583531 31.9421443, 120.7579193 31.9431592, 120.7577340 31.9435296, 120.7575939 31.9438099, 120.7575564 31.9438848, 120.7567697 31.9450956, 120.7567326 31.9451527, 120.7562181 31.9458287, 120.7549166 31.9472524, 120.7548248 31.9473529)"
1086,1882,1474,286,0.12094,3,80,"LINESTRING (120.7443212 31.9585601, 120.7436625 31.9592769, 120.7435319 31.9594190)"
1087,1883,286,1474,0.12094,3,80,"LINESTRING (120.7435319 31.9594190, 120.7436625 31.9592769, 120.7443212 31.9585601)"
1088,1884,283,278,0.15073,3,80,"LINESTRING (120.7429444 31.9600761, 120.7424563 31.9606259, 120.7419569 31.9611437)"
1089,1886,1655,1637,0.34076,3,80,"LINESTRING (120.7643410 31.9143821, 120.7644353 31.9142800, 120.7650798 31.9136593, 120.7655805 31.9133135, 120.7668657 31.9124260, 120.7669311 31.9123809, 120.7670071 31.9123284)"
1090,1887,1637,1655,0.34076,3,80,"LINESTRING (120.7670071 31.9123284, 120.7669311 31.9123809, 120.7668657 31.9124260, 120.7655805 31.9133135, 120.7650798 31.9136593, 120.7644353 31.9142800, 120.7643410 31.9143821)"
1091,1893,1457,1661,0.03245,2,60,"LINESTRING (120.7249242 31.9091357, 120.7246751 31.9093371)"
1092,1894,1661,1457,0.03245,2,60,"LINESTRING (120.7246751 31.9093371, 120.7249242 31.9091357)"
1093,1895,1661,1377,2.47166,2,60,"LINESTRING (120.7246751 31.9093371, 120.7234466 31.9103109, 120.7225305 31.9110371, 120.7222689 31.9112444, 120.7220619 31.9114085, 120.7208805 31.9123450, 120.7196047 31.9133563, 120.7190894 31.9137591, 120.7176075 31.9149155, 120.7174482 31.9150422, 120.7170433 31.9153587, 120.7168968 31.9154732, 120.7159171 31.9162144, 120.7154045 31.9166022, 120.7150295 31.9168859, 120.7149785 31.9169247, 120.7132087 31.9182691, 120.7126462 31.9187662, 120.7122084 31.9192845, 120.7118029 31.9197645, 120.7112740 31.9202970, 120.7100930 31.9212541, 120.7090720 31.9220894, 120.7084487 31.9225836, 120.7077848 31.9230192, 120.7075138 31.9231753, 120.7064826 31.9237930, 120.7062880 31.9239224, 120.7058019 31.9242455, 120.7055292 31.9244473)"
1094,1896,1377,1661,2.47166,2,60,"LINESTRING (120.7055292 31.9244473, 120.7058019 31.9242455, 120.7062880 31.9239224, 120.7064826 31.9237930, 120.7075138 31.9231753, 120.7077848 31.9230192, 120.7084487 31.9225836, 120.7090720 31.9220894, 120.7100930 31.9212541, 120.7112740 31.9202970, 120.7118029 31.9197645, 120.7122084 31.9192845, 120.7126462 31.9187662, 120.7132087 31.9182691, 120.7149785 31.9169247, 120.7150295 31.9168859, 120.7154045 31.9166022, 120.7159171 31.9162144, 120.7168968 31.9154732, 120.7170433 31.9153587, 120.7174482 31.9150422, 120.7176075 31.9149155, 120.7190894 31.9137591, 120.7196047 31.9133563, 120.7208805 31.9123450, 120.7220619 31.9114085, 120.7222689 31.9112444, 120.7225305 31.9110371, 120.7234466 31.9103109, 120.7246751 31.9093371)"
